amendment_indicator,amendment_indicator_desc,back_reference_schedule_id,back_reference_transaction_id,beneficiary_committee_name,candidate_first_name,candidate_id,candidate_last_name,candidate_middle_name,candidate_name,candidate_office,candidate_office_description,candidate_office_district,candidate_office_state,candidate_office_state_full,candidate_prefix,candidate_suffix,category_code,category_code_full,comm_dt,committee,committee_id,conduit_committee_city,conduit_committee_name,conduit_committee_state,conduit_committee_street1,conduit_committee_street2,conduit_committee_zip,disbursement_amount,disbursement_date,disbursement_description,disbursement_purpose_category,disbursement_type,disbursement_type_description,election_type,election_type_full,entity_type,entity_type_desc,fec_election_type_desc,fec_election_year,file_number,filing_form,image_number,line_number,line_number_label,link_id,load_date,memo_code,memo_code_full,memo_text,memoed_subtotal,national_committee_nonfederal_account,original_sub_id,payee_employer,payee_first_name,payee_last_name,payee_middle_name,payee_occupation,payee_prefix,payee_suffix,pdf_url,recipient_city,recipient_committee,recipient_committee_id,recipient_name,recipient_state,recipient_zip,ref_disp_excess_flg,report_type,report_year,schedule_type,schedule_type_full,semi_annual_bundled_refund,spender_committee_designation,spender_committee_org_type,spender_committee_type,sub_id,transaction_id,two_year_transaction_period,unused_recipient_committee_id
N,NO CHANGE,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H8CA09060'], 'city': 'Oakland', 'committee_id': 'C00331769', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2006, 'cycles': [1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1997-12-10', 'first_file_date': '1997-12-10', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2022-10-14', 'last_file_date': '2023-10-15', 'name': 'BARBARA LEE FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '1736 Franklin Street #400', 'street_2': None, 'treasurer_name': 'Halterman, H. Lee', 'zip': '94612'}",C00331769,,,,,,,670.0,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,264495,F3,26930707102,21,Other Disbursements,4120820061072753166,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26930707102,OAKLAND,,,UNITEMIZED DISBURSEMENTS,CA,94612,,30G,2006,SB,ITEMIZED DISBURSEMENTS,,P,,H,4121220061072898584,B2111/27/2006,2006,
N,NO CHANGE,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H8CA09060'], 'city': 'Oakland', 'committee_id': 'C00331769', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2006, 'cycles': [1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1997-12-10', 'first_file_date': '1997-12-10', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2022-10-14', 'last_file_date': '2023-10-15', 'name': 'BARBARA LEE FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '1736 Franklin Street #400', 'street_2': None, 'treasurer_name': 'Halterman, H. Lee', 'zip': '94612'}",C00331769,,,,,,,208.68,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,264495,F3,26930707096,17,Operating Expenditures,4120820061072753166,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26930707096,OAKLAND,,,UNITEMIZED DISBURSEMENTS,CA,94612,,30G,2006,SB,ITEMIZED DISBURSEMENTS,,P,,H,4121220061072898567,B1711/27/2006,2006,
N,NO CHANGE,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H6CA29161'], 'city': 'LOS ANGELES', 'committee_id': 'C00419523', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2006, 'cycles': [2006, 2008], 'cycles_has_activity': [2006, 2008], 'cycles_has_financial': [2006, 2008], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2006-02-07', 'first_file_date': '2006-02-07', 'is_active': True, 'last_cycle_has_activity': 2008, 'last_cycle_has_financial': 2008, 'last_f1_date': '2006-02-07', 'last_file_date': '2007-05-08', 'name': 'BOB MCCLOSKEY FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '555 S FLOWER STREET SUITE 4210', 'street_2': None, 'treasurer_name': 'DAVID GOULD', 'zip': '90071'}",C00419523,,,,,,,45.92,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,264272,F3,26930697364,17,Operating Expenditures,4120720061072699775,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26930697364,LOS ANGELES,,,UNITEMIZED DISBURSEMENTS,CA,90071,,Q2,2006,SB,ITEMIZED DISBURSEMENTS,,P,,H,4121220061072897218,B1706/30/2006,2006,
A,ADD,,,BENNET FOR COLORADO,MICHAEL,S0CO00211,BENNET,,"BENNET, MICHAEL",S,SENATE,,CO,COLORADO,,,011,Political Contributions,,"{'affiliated_committee_name': 'PHARMACEUTICAL RESEARCH & MANUFACTURERS OF AMERICA', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00021972', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2020, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'B', 'designation_full': 'Lobbyist/Registrant PAC', 'filing_frequency': 'Q', 'first_f1_date': '1976-09-24', 'first_file_date': '1975-07-07', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2022-06-15', 'last_file_date': '2023-10-20', 'name': 'PHARMACEUTICAL RESEARCH & MANUFACTURERS OF AMERICA BETTER GOVERNMENT COMMITTEE', 'organization_type': 'T', 'organization_type_full': 'Trade Association', 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '950 F STREET, NW', 'street_2': 'SUITE 300', 'treasurer_name': 'MICHAUD, JARED', 'zip': '20004'}",C00021972,,,,,,,-1000.0,,,CONTRIBUTIONS,24K,CONTRIBUTION MADE TO NON-AFFILIATED,P2018,,CCM,CAMPAIGN COMMITTEE,PRIMARY,2018,1474646,F3X,202011309337202781,23,Contributions to Federal Candidates/Committees and Other Political Committees,4120120201962700488,2020-12-11T04:38:35.596000,X,,REDESIGNATION ON 05/09/2018,True,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?202011309337202781,DENVER,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['S0CO00211'], 'city': 'DENVER', 'committee_id': 'C00458398', 'committee_type': 'S', 'committee_type_full': 'Senate', 'cycle': 2020, 'cycles': [2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2009-01-16', 'first_file_date': '2009-01-16', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-11-02', 'last_file_date': '2023-11-02', 'name': 'BENNET FOR COLORADO', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CO', 'state_full': 'Colorado', 'street_1': 'PO BOX 3078', 'street_2': None, 'treasurer_name': 'FISCHER, JOYCE', 'zip': '80201'}",C00458398,BENNET FOR COLORADO,CO,80201,,30G,2020,SB,ITEMIZED DISBURSEMENTS,0.00,B,T,Q,4121120201969245187,77763911,2020,C00458398
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H6CA53021'], 'city': 'SAN DIEGO', 'committee_id': 'C00423350', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2006, 'cycles': [2006, 2008], 'cycles_has_activity': [2006, 2008], 'cycles_has_financial': [2006, 2008], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2006-04-24', 'first_file_date': '2006-04-24', 'is_active': True, 'last_cycle_has_activity': 2008, 'last_cycle_has_financial': 2008, 'last_f1_date': '2006-07-14', 'last_file_date': '2007-10-31', 'name': 'WOODRUM FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '1804 GARNET AVE #435', 'street_2': None, 'treasurer_name': 'WILLIAM R BABER', 'zip': '92109'}",C00423350,,,,,,,170.0,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,263933,F3,26940815803,17,Operating Expenditures,4120720061072699664,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26940815803,SAN DIEGO,,,UNITEMIZED DISBURSEMENTS,CA,92109,,30G,2006,SB,ITEMIZED DISBURSEMENTS,,P,,H,4121120061072869423,B1711/27/2006,2006,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H6CA05195'], 'city': 'SACRAMENTO', 'committee_id': 'C00409219', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2006, 'cycles': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2005-01-31', 'first_file_date': '2005-01-31', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2022-01-06', 'last_file_date': '2023-10-13', 'name': 'MATSUI FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': 'PO BOX 1738', 'street_2': None, 'treasurer_name': 'DAVID K MURPHY', 'zip': '95812'}",C00409219,,,,,,,158.53,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,263842,F3,26940813373,17,Operating Expenditures,4120720061072699639,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26940813373,SACRAMENTO,,,UNITEMIZED DISBURSEMENTS,CA,95812,,30G,2006,SB,ITEMIZED DISBURSEMENTS,,P,,H,4121120061072869167,B1711/27/2006,2006,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H2CA26026'], 'city': 'Los Angeles', 'committee_id': 'C00147686', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2006, 'cycles': [1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016], 'cycles_has_activity': [1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016], 'cycles_has_financial': [1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1981-12-04', 'first_file_date': '1981-12-04', 'is_active': True, 'last_cycle_has_activity': 2016, 'last_cycle_has_financial': 2016, 'last_f1_date': '2012-02-01', 'last_file_date': '2016-02-24', 'name': 'BERMAN FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '6380 Wilshire Blvd. #1612', 'street_2': None, 'treasurer_name': 'Corwin, Bruce', 'zip': '90048'}",C00147686,,,,,,,100.0,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,263822,F3,26940812760,21,Other Disbursements,4120720061072699636,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26940812760,LOS ANGELES,,,UNITEMIZED DISBURSEMENTS,CA,90048,,30G,2006,SB,ITEMIZED DISBURSEMENTS,,P,,H,4121120061072869137,B2111/27/2006,2006,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H2CA26026'], 'city': 'Los Angeles', 'committee_id': 'C00147686', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2006, 'cycles': [1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016], 'cycles_has_activity': [1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016], 'cycles_has_financial': [1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1981-12-04', 'first_file_date': '1981-12-04', 'is_active': True, 'last_cycle_has_activity': 2016, 'last_cycle_has_financial': 2016, 'last_f1_date': '2012-02-01', 'last_file_date': '2016-02-24', 'name': 'BERMAN FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '6380 Wilshire Blvd. #1612', 'street_2': None, 'treasurer_name': 'Corwin, Bruce', 'zip': '90048'}",C00147686,,,,,,,434.83,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,263822,F3,26940812755,17,Operating Expenditures,4120720061072699636,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26940812755,LOS ANGELES,,,UNITEMIZED DISBURSEMENTS,CA,90048,,30G,2006,SB,ITEMIZED DISBURSEMENTS,,P,,H,4121120061072869124,B1711/27/2006,2006,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H6CA24048'], 'city': 'Los Angeles', 'committee_id': 'C00013128', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2006, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1978-07-11', 'first_file_date': '1976-07-09', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2012-02-10', 'last_file_date': '2023-10-03', 'name': 'CONGRESSMAN WAXMAN CAMPAIGN COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '6380 Wilshire Blvd. #1612', 'street_2': '.', 'treasurer_name': 'Padilla, Mary Ellen', 'zip': '90048'}",C00013128,,,,,,,71.53,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,263797,F3,26930668496,17,Operating Expenditures,4120720061072699632,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26930668496,LOS ANGELES,,,UNITEMIZED DISBURSEMENTS,CA,90048,,30G,2006,SB,ITEMIZED DISBURSEMENTS,,P,,H,4121120061072869103,B1711/27/2006,2006,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': 'COOPERATIVE OF AMERICAN PHYSICIANS', 'candidate_ids': [], 'city': 'Los Angeles', 'committee_id': 'C00161604', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2004, 'cycles': [1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '1982-09-13', 'first_file_date': '1982-09-13', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2022-11-17', 'last_file_date': '2023-07-28', 'name': 'COOPERATIVE OF AMERICAN PHYSICIANS FEDERAL ACTION COMMITTEE', 'organization_type': 'M', 'organization_type_full': 'Membership Organization', 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '333 South Hope Street', 'street_2': '8th Floor', 'treasurer_name': 'Gualtieri, Vincent MD', 'zip': '90071'}",C00161604,,,,,,,44.0,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,154260,F3X,24991356334,28A,Refunds of Contributions Made to Individuals/Persons Other Than Political Committees,4120220041045970971,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?24991356334,LOS ANGELES,,,UNITEMIZED REFUNDS OF CONTRIBUTIONS THIS PERIOD: 10/14/2004 - 11/22/2004,CA,90071,,30G,2004,SB,ITEMIZED DISBURSEMENTS,,U,T,Q,4121120041046542435,B28(A)11/22/2004,2004,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': 'NORCAL MUTUAL INSURANCE COMPANY', 'candidate_ids': [], 'city': 'BURLINGAME', 'committee_id': 'C00398248', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2004, 'cycles': [2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '2004-03-26', 'first_file_date': '2004-03-26', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-03-09', 'last_file_date': '2023-07-28', 'name': 'MICRA FEDERAL PAC OF NORCAL MUTUAL INSURANCE COMPANY; THE', 'organization_type': 'C', 'organization_type_full': 'Corporation', 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '20 PARK ROAD SUITE E', 'street_2': None, 'treasurer_name': 'MILLER, RUSSELL', 'zip': '94010'}",C00398248,,,,,,,0.2,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,154252,F3X,24991355478,21B,Other Federal Operating Expenditures,4120220041045970965,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?24991355478,BURLINGAME,,,UNITEMIZED DISBURSEMENTS,CA,94010,,30G,2004,SB,ITEMIZED DISBURSEMENTS,,U,C,Q,4121120041046542401,B21(B)11/22/2004,2004,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H6CA48070'], 'city': 'IRVINE', 'committee_id': 'C00413674', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2006, 'cycles': [2006, 2008, 2010], 'cycles_has_activity': [2006, 2008, 2010], 'cycles_has_financial': [2006, 2008, 2010], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2005-07-28', 'first_file_date': '2005-07-28', 'is_active': True, 'last_cycle_has_activity': 2010, 'last_cycle_has_financial': 2010, 'last_f1_date': '2005-07-28', 'last_file_date': '2010-05-04', 'name': 'STEVE YOUNG FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '101 PACIFICA SUITE 240', 'street_2': None, 'treasurer_name': 'DAVID L GOULD', 'zip': '92618'}",C00413674,,,,,,,197.23,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,263430,F3,26930629311,17,Operating Expenditures,4120720061072699532,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26930629311,IRVINE,,,UNITEMIZED DISBURSEMENTS,CA,92618,,30G,2006,SB,ITEMIZED DISBURSEMENTS,,P,,H,4121020061072832867,B1711/27/2006,2006,
N,NO CHANGE,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H2CA26026'], 'city': 'Los Angeles', 'committee_id': 'C00147686', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2004, 'cycles': [1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016], 'cycles_has_activity': [1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016], 'cycles_has_financial': [1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1981-12-04', 'first_file_date': '1981-12-04', 'is_active': True, 'last_cycle_has_activity': 2016, 'last_cycle_has_financial': 2016, 'last_f1_date': '2012-02-01', 'last_file_date': '2016-02-24', 'name': 'BERMAN FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '6380 Wilshire Blvd. #1612', 'street_2': None, 'treasurer_name': 'Corwin, Bruce', 'zip': '90048'}",C00147686,,,,,,,200.0,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,156381,F3,24981774781,21,Other Disbursements,4121020041046458464,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?24981774781,LOS ANGELES,,,UNITEMIZED DISBURSEMENTS,CA,90048,,12G,2004,SB,ITEMIZED DISBURSEMENTS,,P,,H,4121020041046486260,B2110/13/2004,2004,
N,NO CHANGE,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': 'THE 25TH COMMITTEE', 'candidate_ids': ['H8CA03014'], 'city': 'Los Angeles', 'committee_id': 'C00085688', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2004, 'cycles': [1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006], 'cycles_has_activity': [1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006], 'cycles_has_financial': [1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1978-01-23', 'first_file_date': '1978-01-23', 'is_active': True, 'last_cycle_has_activity': 2006, 'last_cycle_has_financial': 2006, 'last_f1_date': '2004-09-09', 'last_file_date': '2006-08-08', 'name': 'BOB MATSUI FOR CONGRESS COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '6380 Wilshire Blvd. #1612', 'street_2': None, 'treasurer_name': 'Murphy, David K.', 'zip': '90048'}",C00085688,,,,,,,110.0,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,101164,F3,23992432148,21,Other Disbursements,4120920031036788116,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?23992432148,BEVERLY HILLS,,,UNITEMIZED DISBURSEMENTS,CA,90211,,Q3,2003,SB,ITEMIZED DISBURSEMENTS,,P,,H,4121020031036811098,B2109/30/2003,2004,
